event_id,user_id,event_type,description,category,direction,amount_original,amount_source,amount_currency,event_date,settlement_date,cash_effective_date,cash_effective_date_source,status,linked_event_id,flexibility,minimum_allowed_amount,related_image_id,related_message_ids,home_currency,amount_home_currency
event_1348,user_16,subscription,Cloud storage plan,cloud_storage,debit,1055,csv,INR,2023-04-11,2023-04-11,2023-04-11,settlement,settled,,fixed,,,[],INR,1055
event_1349,user_16,expense,Clothing and household items,shopping,debit,8486.21,csv,INR,2023-04-11,2023-04-11,2023-04-11,settlement,settled,,fixed,,,[],INR,8486.21
event_1350,user_16,income,Payroll credit,salary,credit,173000,csv,INR,2023-05-15,2023-05-15,2023-05-15,settlement,settled,,fixed,,,[],INR,173000
event_1351,user_16,expense,Monthly rent,rent,debit,57100,csv,INR,2023-05-01,2023-05-01,2023-05-01,settlement,settled,,fixed,,,[],INR,57100
event_1352,user_16,expense,Energy provider bill,utilities,debit,10586.37,csv,INR,2023-05-05,2023-05-05,2023-05-05,settlement,settled,,fixed,,,[],INR,10586.37
event_1353,user_16,debt_payment,Vehicle loan payment,debt_repayment,debit,17750,csv,INR,2023-05-10,2023-05-10,2023-05-10,settlement,settled,,fixed,,,[],INR,17750
event_1354,user_16,subscription,Video streaming plan,streaming,debit,3510,csv,INR,2023-05-08,2023-05-08,2023-05-08,settlement,settled,,fixed,,,[],INR,3510
event_1355,user_16,subscription,Cloud storage plan,cloud_storage,debit,1055,csv,INR,2023-05-11,2023-05-11,2023-05-11,settlement,settled,,fixed,,,[],INR,1055
event_1356,user_16,expense,Clothing and household items,shopping,debit,8885,csv,INR,2023-05-11,2023-05-11,2023-05-11,settlement,settled,,fixed,,,[],INR,8885
event_1357,user_16,income,Payroll credit,salary,credit,173000,csv,INR,2023-06-15,2023-06-15,2023-06-15,settlement,settled,,fixed,,,[],INR,173000
event_1358,user_16,expense,Monthly rent,rent,debit,57100,csv,INR,2023-06-01,2023-06-01,2023-06-01,settlement,settled,,fixed,,,[],INR,57100
event_1359,user_16,expense,Energy provider bill,utilities,debit,9402.67,csv,INR,2023-06-05,2023-06-05,2023-06-05,settlement,settled,,fixed,,,[],INR,9402.67
event_1360,user_16,debt_payment,Vehicle loan payment,debt_repayment,debit,17750,csv,INR,2023-06-10,2023-06-10,2023-06-10,settlement,settled,,fixed,,,[],INR,17750
event_1361,user_16,subscription,Video streaming plan,streaming,debit,3510,csv,INR,2023-06-08,2023-06-08,2023-06-08,settlement,settled,,fixed,,,[],INR,3510
event_1362,user_16,subscription,Cloud storage plan,cloud_storage,debit,1055,csv,INR,2023-06-11,2023-06-11,2023-06-11,settlement,settled,,fixed,,,[],INR,1055
event_1363,user_16,expense,Clothing and household items,shopping,debit,8414.47,csv,INR,2023-06-11,2023-06-11,2023-06-11,settlement,settled,,fixed,,,[],INR,8414.47
event_1364,user_16,income,Payroll credit,salary,credit,173000,csv,INR,2023-07-15,2023-07-15,2023-07-15,settlement,settled,,fixed,,,[],INR,173000
event_1365,user_16,expense,Monthly rent,rent,debit,57100,csv,INR,2023-07-01,2023-07-01,2023-07-01,settlement,settled,,fixed,,,[],INR,57100
event_1366,user_16,expense,Energy provider bill,utilities,debit,10012.92,csv,INR,2023-07-05,2023-07-05,2023-07-05,settlement,settled,,fixed,,,[],INR,10012.92
event_1367,user_16,debt_payment,Vehicle loan payment,debt_repayment,debit,17750,csv,INR,2023-07-10,2023-07-10,2023-07-10,settlement,settled,,fixed,,,[],INR,17750
event_1368,user_16,subscription,Video streaming plan,streaming,debit,3510,csv,INR,2023-07-08,2023-07-08,2023-07-08,settlement,settled,,fixed,,,[],INR,3510
event_1369,user_16,subscription,Cloud storage plan,cloud_storage,debit,1055,csv,INR,2023-07-11,2023-07-11,2023-07-11,settlement,settled,,fixed,,,[],INR,1055
event_1370,user_16,expense,Clothing and household items,shopping,debit,9807.5,csv,INR,2023-07-11,2023-07-11,2023-07-11,settlement,settled,,fixed,,,[],INR,9807.5
event_1371,user_16,expense,Monthly rent,rent,debit,57100,csv,INR,2023-08-01,2023-08-01,2023-08-01,settlement,settled,,fixed,,,[],INR,57100
event_1372,user_16,expense,Energy provider bill,utilities,debit,11512.87,csv,INR,2023-08-05,2023-08-05,2023-08-05,settlement,settled,,fixed,,,[],INR,11512.87
event_1373,user_16,debt_payment,Vehicle loan payment,debt_repayment,debit,17750,csv,INR,2023-08-10,2023-08-10,2023-08-10,settlement,settled,,fixed,,,[],INR,17750
event_1374,user_16,subscription,Video streaming plan,streaming,debit,3510,csv,INR,2023-08-08,2023-08-08,2023-08-08,settlement,settled,,fixed,,,[],INR,3510
event_1375,user_16,subscription,Cloud storage plan,cloud_storage,debit,1055,csv,INR,2023-08-11,2023-08-11,2023-08-11,settlement,settled,,fixed,,,[],INR,1055
event_1376,user_16,expense,Clothing and household items,shopping,debit,10178.56,csv,INR,2023-08-11,2023-08-11,2023-08-11,settlement,settled,,fixed,,,[],INR,10178.56
event_1377,user_16,expense,Weekly produce market,groceries,debit,6134.32,csv,INR,2023-02-15,2023-02-15,2023-02-15,settlement,settled,,fixed,,,[],INR,6134.32
event_1378,user_16,expense,Fresh food shop,groceries,debit,8882.85,csv,INR,2023-02-22,2023-02-22,2023-02-22,settlement,settled,,fixed,,,[],INR,8882.85
event_1379,user_16,expense,Neighbourhood grocer,groceries,debit,9038.15,csv,INR,2023-03-01,2023-03-01,2023-03-01,settlement,settled,,fixed,,,[],INR,9038.15
event_1380,user_16,expense,Neighbourhood grocer,groceries,debit,8137.99,csv,INR,2023-03-08,2023-03-08,2023-03-08,settlement,settled,,fixed,,,[],INR,8137.99
event_1381,user_16,expense,Local market purchase,groceries,debit,8300.57,csv,INR,2023-03-15,2023-03-15,2023-03-15,settlement,settled,,fixed,,,[],INR,8300.57
event_1382,user_16,expense,Supermarket basket,groceries,debit,6614.49,csv,INR,2023-03-22,2023-03-22,2023-03-22,settlement,settled,,fixed,,,[],INR,6614.49
event_1383,user_16,expense,Bulk pantry shop,groceries,debit,5583.98,csv,INR,2023-03-29,2023-03-29,2023-03-29,settlement,settled,,fixed,,,[],INR,5583.98
event_1384,user_16,expense,Neighbourhood grocer,groceries,debit,9111.36,csv,INR,2023-04-05,2023-04-05,2023-04-05,settlement,settled,,fixed,,,[],INR,9111.36
event_1385,user_16,expense,Neighbourhood grocer,groceries,debit,7101.43,csv,INR,2023-04-12,2023-04-12,2023-04-12,settlement,settled,,fixed,,,[],INR,7101.43
event_1386,user_16,expense,Grocery delivery,groceries,debit,5463.03,csv,INR,2023-04-19,2023-04-19,2023-04-19,settlement,settled,,fixed,,,[],INR,5463.03
event_1387,user_16,expense,Fresh food shop,groceries,debit,5434.36,csv,INR,2023-04-26,2023-04-26,2023-04-26,settlement,settled,,fixed,,,[],INR,5434.36
event_1388,user_16,expense,Grocery delivery,groceries,debit,8465.36,csv,INR,2023-05-03,2023-05-03,2023-05-03,settlement,settled,,fixed,,,[],INR,8465.36
event_1389,user_16,expense,Weekly produce market,groceries,debit,5364.38,csv,INR,2023-05-10,2023-05-10,2023-05-10,settlement,settled,,fixed,,,[],INR,5364.38
event_1390,user_16,expense,Fresh food shop,groceries,debit,8225.29,csv,INR,2023-05-17,2023-05-17,2023-05-17,settlement,settled,,fixed,,,[],INR,8225.29
event_1391,user_16,expense,Fresh food shop,groceries,debit,8445.69,csv,INR,2023-05-24,2023-05-24,2023-05-24,settlement,settled,,fixed,,,[],INR,8445.69
event_1392,user_16,expense,Grocery delivery,groceries,debit,5495.8,csv,INR,2023-05-31,2023-05-31,2023-05-31,settlement,settled,,fixed,,,[],INR,5495.8
event_1393,user_16,expense,Grocery delivery,groceries,debit,6971.09,csv,INR,2023-06-07,2023-06-07,2023-06-07,settlement,settled,,fixed,,,[],INR,6971.09
event_1394,user_16,expense,Household groceries,groceries,debit,5508.24,csv,INR,2023-06-14,2023-06-14,2023-06-14,settlement,settled,,fixed,,,[],INR,5508.24
event_1395,user_16,expense,Weekly produce market,groceries,debit,6302.62,csv,INR,2023-06-21,2023-06-21,2023-06-21,settlement,settled,,fixed,,,[],INR,6302.62
event_1396,user_16,expense,Bulk pantry shop,groceries,debit,6091.85,csv,INR,2023-06-28,2023-06-28,2023-06-28,settlement,settled,,fixed,,,[],INR,6091.85
event_1397,user_16,expense,Bulk pantry shop,groceries,debit,5623.39,csv,INR,2023-07-05,2023-07-05,2023-07-05,settlement,settled,,fixed,,,[],INR,5623.39
event_1398,user_16,expense,Weekly produce market,groceries,debit,6716.29,csv,INR,2023-07-12,2023-07-12,2023-07-12,settlement,settled,,fixed,,,[],INR,6716.29
event_1399,user_16,expense,Fresh food shop,groceries,debit,7181.79,csv,INR,2023-07-19,2023-07-19,2023-07-19,settlement,settled,,fixed,,,[],INR,7181.79
event_1400,user_16,expense,Neighbourhood grocer,groceries,debit,8883.15,csv,INR,2023-07-26,2023-07-26,2023-07-26,settlement,settled,,fixed,,,[],INR,8883.15
event_1401,user_16,expense,Neighbourhood grocer,groceries,debit,6568.76,csv,INR,2023-08-02,2023-08-02,2023-08-02,settlement,settled,,fixed,,,[],INR,6568.76
event_1402,user_16,expense,Neighbourhood grocer,groceries,debit,7930.19,csv,INR,2023-08-09,2023-08-09,2023-08-09,settlement,settled,,fixed,,,[],INR,7930.19
event_1403,user_16,expense,Rail pass,transport,debit,4382.18,csv,INR,2023-02-16,2023-02-16,2023-02-16,settlement,settled,,fixed,,,[],INR,4382.18
event_1404,user_16,expense,Ride-hailing trip,transport,debit,3464.26,csv,INR,2023-02-23,2023-02-23,2023-02-23,settlement,settled,,fixed,,,[],INR,3464.26
event_1405,user_16,expense,Local taxi,transport,debit,4483.65,csv,INR,2023-03-02,2023-03-02,2023-03-02,settlement,settled,,fixed,,,[],INR,4483.65
event_1406,user_16,expense,Parking and tolls,transport,debit,4106.4,csv,INR,2023-03-09,2023-03-09,2023-03-09,settlement,settled,,fixed,,,[],INR,4106.4
event_1407,user_16,expense,Vehicle charging,transport,debit,5267.76,csv,INR,2023-03-16,2023-03-16,2023-03-16,settlement,settled,,fixed,,,[],INR,5267.76
event_1408,user_16,expense,Rail pass,transport,debit,3653.49,csv,INR,2023-03-23,2023-03-23,2023-03-23,settlement,settled,,fixed,,,[],INR,3653.49
event_1409,user_16,expense,Metro and bus fares,transport,debit,3170.83,csv,INR,2023-03-30,2023-03-30,2023-03-30,settlement,settled,,fixed,,,[],INR,3170.83
event_1410,user_16,expense,Commuter pass,transport,debit,5236.08,csv,INR,2023-04-06,2023-04-06,2023-04-06,settlement,settled,,fixed,,,[],INR,5236.08
event_1411,user_16,expense,Metro and bus fares,transport,debit,4284.41,csv,INR,2023-04-13,2023-04-13,2023-04-13,settlement,settled,,fixed,,,[],INR,4284.41
event_1412,user_16,expense,Commuter pass,transport,debit,4859.49,csv,INR,2023-04-20,2023-04-20,2023-04-20,settlement,settled,,fixed,,,[],INR,4859.49
event_1413,user_16,expense,Local taxi,transport,debit,5284.1,csv,INR,2023-04-27,2023-04-27,2023-04-27,settlement,settled,,fixed,,,[],INR,5284.1
event_1414,user_16,expense,Rail pass,transport,debit,5016.88,csv,INR,2023-05-04,2023-05-04,2023-05-04,settlement,settled,,fixed,,,[],INR,5016.88
event_1415,user_16,expense,Parking and tolls,transport,debit,3143.71,csv,INR,2023-05-11,2023-05-11,2023-05-11,settlement,settled,,fixed,,,[],INR,3143.71
event_1416,user_16,expense,Rail pass,transport,debit,4523.27,csv,INR,2023-05-18,2023-05-18,2023-05-18,settlement,settled,,fixed,,,[],INR,4523.27
event_1417,user_16,expense,Vehicle charging,transport,debit,3624.64,csv,INR,2023-05-25,2023-05-25,2023-05-25,settlement,settled,,fixed,,,[],INR,3624.64
event_1418,user_16,expense,Local taxi,transport,debit,5067.66,csv,INR,2023-06-01,2023-06-01,2023-06-01,settlement,settled,,fixed,,,[],INR,5067.66
event_1419,user_16,expense,Local taxi,transport,debit,3885.07,csv,INR,2023-06-08,2023-06-08,2023-06-08,settlement,settled,,fixed,,,[],INR,3885.07
event_1420,user_16,expense,Metro and bus fares,transport,debit,4175.44,csv,INR,2023-06-15,2023-06-15,2023-06-15,settlement,settled,,fixed,,,[],INR,4175.44
event_1421,user_16,expense,Ride-hailing trip,transport,debit,3688.64,csv,INR,2023-06-22,2023-06-22,2023-06-22,settlement,settled,,fixed,,,[],INR,3688.64
event_1422,user_16,expense,Vehicle charging,transport,debit,4368.27,csv,INR,2023-06-29,2023-06-29,2023-06-29,settlement,settled,,fixed,,,[],INR,4368.27
event_1423,user_16,expense,Rail pass,transport,debit,5087.33,csv,INR,2023-07-06,2023-07-06,2023-07-06,settlement,settled,,fixed,,,[],INR,5087.33
event_1424,user_16,expense,Local taxi,transport,debit,4643.67,csv,INR,2023-07-13,2023-07-13,2023-07-13,settlement,settled,,fixed,,,[],INR,4643.67
event_1425,user_16,expense,Ride-hailing trip,transport,debit,3888.24,csv,INR,2023-07-20,2023-07-20,2023-07-20,settlement,settled,,fixed,,,[],INR,3888.24
event_1426,user_16,expense,Parking and tolls,transport,debit,5251.4,csv,INR,2023-07-27,2023-07-27,2023-07-27,settlement,settled,,fixed,,,[],INR,5251.4
event_1427,user_16,expense,Rail pass,transport,debit,5368.95,csv,INR,2023-08-03,2023-08-03,2023-08-03,settlement,settled,,fixed,,,[],INR,5368.95
event_1428,user_16,expense,Parking and tolls,transport,debit,4978.93,csv,INR,2023-08-10,2023-08-10,2023-08-10,settlement,settled,,fixed,,,[],INR,4978.93
event_1429,user_16,expense,Coffee shop,dining,debit,5271.93,csv,INR,2023-02-17,2023-02-17,2023-02-17,settlement,settled,,fixed,,,[],INR,5271.93
event_1430,user_16,expense,Weekend food delivery,dining,debit,4791.94,csv,INR,2023-03-03,2023-03-03,2023-03-03,settlement,settled,,fixed,,,[],INR,4791.94
event_1431,user_16,expense,Weekend food delivery,dining,debit,5478.94,csv,INR,2023-03-17,2023-03-17,2023-03-17,settlement,settled,,fixed,,,[],INR,5478.94
event_1432,user_16,expense,Lunch with colleagues,dining,debit,6000.5,csv,INR,2023-03-31,2023-03-31,2023-03-31,settlement,settled,,fixed,,,[],INR,6000.5
event_1433,user_16,expense,Takeaway order,dining,debit,5587.07,csv,INR,2023-04-14,2023-04-14,2023-04-14,settlement,settled,,fixed,,,[],INR,5587.07
event_1434,user_16,expense,Weekend food delivery,dining,debit,5461.61,csv,INR,2023-04-28,2023-04-28,2023-04-28,settlement,settled,,fixed,,,[],INR,5461.61
event_1435,user_16,expense,Family dinner,dining,debit,3794.56,csv,INR,2023-05-12,2023-05-12,2023-05-12,settlement,settled,,fixed,,,[],INR,3794.56
event_1436,user_16,expense,Bakery and snacks,dining,debit,5905.06,csv,INR,2023-05-26,2023-05-26,2023-05-26,settlement,settled,,fixed,,,[],INR,5905.06
event_1437,user_16,expense,Coffee shop,dining,debit,5981.93,csv,INR,2023-06-09,2023-06-09,2023-06-09,settlement,settled,,fixed,,,[],INR,5981.93
event_1438,user_16,expense,Coffee shop,dining,debit,5210.3,csv,INR,2023-06-23,2023-06-23,2023-06-23,settlement,settled,,fixed,,,[],INR,5210.3
event_1439,user_16,expense,Weekend food delivery,dining,debit,3835.73,csv,INR,2023-07-07,2023-07-07,2023-07-07,settlement,settled,,fixed,,,[],INR,3835.73
event_1440,user_16,expense,Bakery and snacks,dining,debit,6354.26,csv,INR,2023-07-21,2023-07-21,2023-07-21,settlement,settled,,fixed,,,[],INR,6354.26
event_1441,user_16,expense,Bakery and snacks,dining,debit,5256.32,csv,INR,2023-08-04,2023-08-04,2023-08-04,settlement,settled,,fixed,,,[],INR,5256.32
event_1442,user_16,expense,Outstanding rent balance,rent,debit,,pending_image_extraction,INR,2023-08-11,2023-08-16,2023-08-16,settlement,scheduled,,fixed,,image_02,[],INR,
event_1443,user_17,income,Payroll credit,salary,credit,206000,csv,INR,2025-10-15,2025-10-15,2025-10-15,settlement,settled,,fixed,,,[],INR,206000
event_1444,user_17,expense,Apartment rent transfer,rent,debit,49600,csv,INR,2025-10-02,2025-10-02,2025-10-02,settlement,settled,,fixed,,,[],INR,49600
event_1445,user_17,expense,Municipal utilities,utilities,debit,9481.13,csv,INR,2025-10-06,2025-10-06,2025-10-06,settlement,settled,,fixed,,,[],INR,9481.13
event_1446,user_17,expense,Course tuition,education,debit,13660,csv,INR,2025-10-08,2025-10-08,2025-10-08,settlement,settled,,fixed,,,[],INR,13660
event_1447,user_17,debt_payment,Credit card repayment,debt_repayment,debit,30200,csv,INR,2025-10-11,2025-10-11,2025-10-11,settlement,settled,,fixed,,,[],INR,30200
event_1448,user_17,subscription,Music subscription,music_subscription,debit,2055,csv,INR,2025-10-11,2025-10-11,2025-10-11,settlement,settled,,stoppable,,,[],INR,2055
event_1449,user_17,subscription,Food delivery membership,delivery_membership,debit,1675,csv,INR,2025-10-13,2025-10-13,2025-10-13,settlement,settled,,stoppable,,,[],INR,1675
event_1450,user_17,income,Payroll credit,salary,credit,206000,csv,INR,2025-11-15,2025-11-15,2025-11-15,settlement,settled,,fixed,,,[],INR,206000
event_1451,user_17,expense,Apartment rent transfer,rent,debit,49600,csv,INR,2025-11-02,2025-11-02,2025-11-02,settlement,settled,,fixed,,,[],INR,49600
event_1452,user_17,expense,Municipal utilities,utilities,debit,9530.77,csv,INR,2025-11-06,2025-11-06,2025-11-06,settlement,settled,,fixed,,,[],INR,9530.77
event_1453,user_17,expense,Course tuition,education,debit,13660,csv,INR,2025-11-08,2025-11-08,2025-11-08,settlement,settled,,fixed,,,[],INR,13660
event_1454,user_17,debt_payment,Credit card repayment,debt_repayment,debit,30200,csv,INR,2025-11-11,2025-11-11,2025-11-11,settlement,settled,,fixed,,,[],INR,30200
event_1455,user_17,subscription,Music subscription,music_subscription,debit,2055,csv,INR,2025-11-11,2025-11-11,2025-11-11,settlement,settled,,stoppable,,,[],INR,2055
event_1456,user_17,subscription,Food delivery membership,delivery_membership,debit,1675,csv,INR,2025-11-13,2025-11-13,2025-11-13,settlement,settled,,stoppable,,,[],INR,1675
event_1457,user_17,income,Payroll credit,salary,credit,206000,csv,INR,2025-12-15,2025-12-15,2025-12-15,settlement,settled,,fixed,,,[],INR,206000
event_1458,user_17,expense,Apartment rent transfer,rent,debit,49600,csv,INR,2025-12-02,2025-12-02,2025-12-02,settlement,settled,,fixed,,,[],INR,49600
event_1459,user_17,expense,Municipal utilities,utilities,debit,10246.53,csv,INR,2025-12-06,2025-12-06,2025-12-06,settlement,settled,,fixed,,,[],INR,10246.53
event_1460,user_17,expense,Course tuition,education,debit,13660,csv,INR,2025-12-08,2025-12-08,2025-12-08,settlement,settled,,fixed,,,[],INR,13660
event_1461,user_17,debt_payment,Credit card repayment,debt_repayment,debit,30200,csv,INR,2025-12-11,2025-12-11,2025-12-11,settlement,settled,,fixed,,,[],INR,30200
event_1462,user_17,subscription,Music subscription,music_subscription,debit,2055,csv,INR,2025-12-11,2025-12-11,2025-12-11,settlement,settled,,stoppable,,,[],INR,2055
event_1463,user_17,subscription,Food delivery membership,delivery_membership,debit,1675,csv,INR,2025-12-13,2025-12-13,2025-12-13,settlement,settled,,stoppable,,,[],INR,1675
event_1464,user_17,income,Payroll credit,salary,credit,206000,csv,INR,2026-01-15,2026-01-15,2026-01-15,settlement,settled,,fixed,,,[],INR,206000
event_1465,user_17,expense,Apartment rent transfer,rent,debit,49600,csv,INR,2026-01-02,2026-01-02,2026-01-02,settlement,settled,,fixed,,,[],INR,49600
event_1466,user_17,expense,Municipal utilities,utilities,debit,9948.15,csv,INR,2026-01-06,2026-01-06,2026-01-06,settlement,settled,,fixed,,,[],INR,9948.15
event_1467,user_17,expense,Course tuition,education,debit,13660,csv,INR,2026-01-08,2026-01-08,2026-01-08,settlement,settled,,fixed,,,[],INR,13660
event_1468,user_17,debt_payment,Credit card repayment,debt_repayment,debit,30200,csv,INR,2026-01-11,2026-01-11,2026-01-11,settlement,settled,,fixed,,,[],INR,30200
event_1469,user_17,subscription,Music subscription,music_subscription,debit,2055,csv,INR,2026-01-11,2026-01-11,2026-01-11,settlement,settled,,stoppable,,,[],INR,2055
event_1470,user_17,subscription,Food delivery membership,delivery_membership,debit,1675,csv,INR,2026-01-13,2026-01-13,2026-01-13,settlement,settled,,stoppable,,,[],INR,1675
event_1471,user_17,income,Payroll credit,salary,credit,206000,csv,INR,2026-02-15,2026-02-15,2026-02-15,settlement,settled,,fixed,,,[],INR,206000
event_1472,user_17,expense,Apartment rent transfer,rent,debit,49600,csv,INR,2026-02-02,2026-02-02,2026-02-02,settlement,settled,,fixed,,,[],INR,49600
event_1473,user_17,expense,Municipal utilities,utilities,debit,8487.15,csv,INR,2026-02-06,2026-02-06,2026-02-06,settlement,settled,,fixed,,,[],INR,8487.15
event_1474,user_17,expense,Course tuition,education,debit,13660,csv,INR,2026-02-08,2026-02-08,2026-02-08,settlement,settled,,fixed,,,[],INR,13660
event_1475,user_17,debt_payment,Credit card repayment,debt_repayment,debit,30200,csv,INR,2026-02-11,2026-02-11,2026-02-11,settlement,settled,,fixed,,,[],INR,30200
event_1476,user_17,subscription,Music subscription,music_subscription,debit,2055,csv,INR,2026-02-11,2026-02-11,2026-02-11,settlement,settled,,stoppable,,,[],INR,2055
event_1477,user_17,subscription,Food delivery membership,delivery_membership,debit,1675,csv,INR,2026-02-13,2026-02-13,2026-02-13,settlement,settled,,stoppable,,,[],INR,1675
event_1478,user_17,expense,Neighbourhood grocer,groceries,debit,9392.54,csv,INR,2025-09-05,2025-09-05,2025-09-05,settlement,settled,,fixed,,,[],INR,9392.54
event_1479,user_17,expense,Bulk pantry shop,groceries,debit,7679.25,csv,INR,2025-09-12,2025-09-12,2025-09-12,settlement,settled,,fixed,,,[],INR,7679.25
event_1480,user_17,expense,Grocery delivery,groceries,debit,10039.54,csv,INR,2025-09-19,2025-09-19,2025-09-19,settlement,settled,,fixed,,,[],INR,10039.54
event_1481,user_17,expense,Neighbourhood grocer,groceries,debit,9785.51,csv,INR,2025-09-26,2025-09-26,2025-09-26,settlement,settled,,fixed,,,[],INR,9785.51
event_1482,user_17,expense,Bulk pantry shop,groceries,debit,7187.32,csv,INR,2025-10-03,2025-10-03,2025-10-03,settlement,settled,,fixed,,,[],INR,7187.32
event_1483,user_17,expense,Fresh food shop,groceries,debit,8574.98,csv,INR,2025-10-10,2025-10-10,2025-10-10,settlement,settled,,fixed,,,[],INR,8574.98
event_1484,user_17,expense,Local market purchase,groceries,debit,11380.46,csv,INR,2025-10-17,2025-10-17,2025-10-17,settlement,settled,,fixed,,,[],INR,11380.46
event_1485,user_17,expense,Local market purchase,groceries,debit,6706.54,csv,INR,2025-10-24,2025-10-24,2025-10-24,settlement,settled,,fixed,,,[],INR,6706.54
event_1486,user_17,expense,Fresh food shop,groceries,debit,7585.37,csv,INR,2025-10-31,2025-10-31,2025-10-31,settlement,settled,,fixed,,,[],INR,7585.37
event_1487,user_17,expense,Fresh food shop,groceries,debit,7446.25,csv,INR,2025-11-07,2025-11-07,2025-11-07,settlement,settled,,fixed,,,[],INR,7446.25
event_1488,user_17,expense,Grocery delivery,groceries,debit,10300.07,csv,INR,2025-11-14,2025-11-14,2025-11-14,settlement,settled,,fixed,,,[],INR,10300.07
event_1489,user_17,expense,Fresh food shop,groceries,debit,8500.09,csv,INR,2025-11-21,2025-11-21,2025-11-21,settlement,settled,,fixed,,,[],INR,8500.09
event_1490,user_17,expense,Local market purchase,groceries,debit,7237.45,csv,INR,2025-11-28,2025-11-28,2025-11-28,settlement,settled,,fixed,,,[],INR,7237.45
event_1491,user_17,expense,Local market purchase,groceries,debit,8836.99,csv,INR,2025-12-05,2025-12-05,2025-12-05,settlement,settled,,fixed,,,[],INR,8836.99
event_1492,user_17,expense,Local market purchase,groceries,debit,10690,csv,INR,2025-12-12,2025-12-12,2025-12-12,settlement,settled,,fixed,,,[],INR,10690
event_1493,user_17,expense,Weekly produce market,groceries,debit,10432.03,csv,INR,2025-12-19,2025-12-19,2025-12-19,settlement,settled,,fixed,,,[],INR,10432.03
event_1494,user_17,expense,Local market purchase,groceries,debit,11392.07,csv,INR,2025-12-26,2025-12-26,2025-12-26,settlement,settled,,fixed,,,[],INR,11392.07
event_1495,user_17,expense,Household groceries,groceries,debit,8124.44,csv,INR,2026-01-02,2026-01-02,2026-01-02,settlement,settled,,fixed,,,[],INR,8124.44
event_1496,user_17,expense,Local market purchase,groceries,debit,11433.33,csv,INR,2026-01-09,2026-01-09,2026-01-09,settlement,settled,,fixed,,,[],INR,11433.33
event_1497,user_17,expense,Local market purchase,groceries,debit,7093.83,csv,INR,2026-01-16,2026-01-16,2026-01-16,settlement,settled,,fixed,,,[],INR,7093.83
event_1498,user_17,expense,Weekly produce market,groceries,debit,8638.54,csv,INR,2026-01-23,2026-01-23,2026-01-23,settlement,settled,,fixed,,,[],INR,8638.54
event_1499,user_17,expense,Local market purchase,groceries,debit,8581.99,csv,INR,2026-01-30,2026-01-30,2026-01-30,settlement,settled,,fixed,,,[],INR,8581.99
event_1500,user_17,expense,Fresh food shop,groceries,debit,11342.57,csv,INR,2026-02-06,2026-02-06,2026-02-06,settlement,settled,,fixed,,,[],INR,11342.57
event_1501,user_17,expense,Supermarket basket,groceries,debit,10873.47,csv,INR,2026-02-13,2026-02-13,2026-02-13,settlement,settled,,fixed,,,[],INR,10873.47
event_1502,user_17,expense,Grocery delivery,groceries,debit,8543.01,csv,INR,2026-02-20,2026-02-20,2026-02-20,settlement,settled,,fixed,,,[],INR,8543.01
event_1503,user_17,expense,Supermarket basket,groceries,debit,8716.51,csv,INR,2026-02-27,2026-02-27,2026-02-27,settlement,settled,,fixed,,,[],INR,8716.51
event_1504,user_17,expense,Rail pass,transport,debit,3913.59,csv,INR,2025-09-06,2025-09-06,2025-09-06,settlement,settled,,fixed,,,[],INR,3913.59
event_1505,user_17,expense,Fuel refill,transport,debit,6046.8,csv,INR,2025-09-13,2025-09-13,2025-09-13,settlement,settled,,fixed,,,[],INR,6046.8
event_1506,user_17,expense,Parking and tolls,transport,debit,3972.38,csv,INR,2025-09-20,2025-09-20,2025-09-20,settlement,settled,,fixed,,,[],INR,3972.38
event_1507,user_17,expense,Local taxi,transport,debit,5639.47,csv,INR,2025-09-27,2025-09-27,2025-09-27,settlement,settled,,fixed,,,[],INR,5639.47
event_1508,user_17,expense,Local taxi,transport,debit,4445.42,csv,INR,2025-10-04,2025-10-04,2025-10-04,settlement,settled,,fixed,,,[],INR,4445.42
event_1509,user_17,expense,Commuter pass,transport,debit,6225.69,csv,INR,2025-10-11,2025-10-11,2025-10-11,settlement,settled,,fixed,,,[],INR,6225.69
event_1510,user_17,expense,Commuter pass,transport,debit,5386.34,csv,INR,2025-10-18,2025-10-18,2025-10-18,settlement,settled,,fixed,,,[],INR,5386.34
event_1511,user_17,expense,Ride-hailing trip,transport,debit,5421.55,csv,INR,2025-10-25,2025-10-25,2025-10-25,settlement,settled,,fixed,,,[],INR,5421.55
event_1512,user_17,expense,Local taxi,transport,debit,5936.87,csv,INR,2025-11-01,2025-11-01,2025-11-01,settlement,settled,,fixed,,,[],INR,5936.87
event_1513,user_17,expense,Local taxi,transport,debit,6420.35,csv,INR,2025-11-08,2025-11-08,2025-11-08,settlement,settled,,fixed,,,[],INR,6420.35
event_1514,user_17,expense,Rail pass,transport,debit,4008.13,csv,INR,2025-11-15,2025-11-15,2025-11-15,settlement,settled,,fixed,,,[],INR,4008.13
event_1515,user_17,expense,Ride-hailing trip,transport,debit,5126.25,csv,INR,2025-11-22,2025-11-22,2025-11-22,settlement,settled,,fixed,,,[],INR,5126.25
event_1516,user_17,expense,Vehicle charging,transport,debit,5036.82,csv,INR,2025-11-29,2025-11-29,2025-11-29,settlement,settled,,fixed,,,[],INR,5036.82
